,macro,micro,accuracy,challenging,no_effect,reinforcing,params,features,ideology
54,0.38,0.49,0.49,0.37,0.12,0.65,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_high_majority
46,0.37,0.44,0.44,0.33,0.21,0.56,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu', 'lemma')",extraversion_high_majority
60,0.37,0.41,0.41,0.4,0.18,0.53,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_high_majority
58,0.37,0.42,0.42,0.37,0.19,0.55,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu', 'lemma')",extraversion_high_majority
36,0.37,0.49,0.49,0.38,0.09,0.65,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'adu', 'lemma')",extraversion_high_majority
6,0.37,0.43,0.43,0.44,0.15,0.51,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc')",extraversion_high_majority
43,0.37,0.42,0.42,0.36,0.2,0.55,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'lemma')",extraversion_high_majority
62,0.36,0.41,0.41,0.35,0.2,0.55,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_high_majority
29,0.36,0.44,0.44,0.37,0.14,0.56,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'lemma')",extraversion_high_majority
45,0.36,0.44,0.44,0.32,0.18,0.56,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'lemma')",extraversion_high_majority
49,0.36,0.41,0.41,0.38,0.18,0.53,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'adu', 'lemma')",extraversion_high_majority
10,0.36,0.45,0.45,0.37,0.14,0.57,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'lemma')",extraversion_high_majority
57,0.36,0.4,0.4,0.36,0.2,0.52,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",extraversion_high_majority
59,0.36,0.42,0.42,0.34,0.21,0.52,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_high_majority
19,0.35,0.46,0.46,0.37,0.07,0.63,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_subjobg', 'lemma')",extraversion_high_majority
50,0.35,0.44,0.44,0.35,0.11,0.58,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_high_majority
30,0.35,0.45,0.45,0.34,0.11,0.59,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'adu', 'lemma')",extraversion_high_majority
24,0.35,0.43,0.43,0.3,0.18,0.57,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'lemma')",extraversion_high_majority
31,0.35,0.39,0.39,0.35,0.22,0.48,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg')",extraversion_high_majority
5,0.35,0.45,0.45,0.4,0.07,0.58,"{'C': 100, 'class_weight': 'balanced'}","('lemma',)",extraversion_high_majority
51,0.34,0.38,0.38,0.34,0.2,0.49,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_high_majority
48,0.34,0.43,0.43,0.34,0.1,0.57,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",extraversion_high_majority
17,0.34,0.44,0.44,0.39,0.03,0.59,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'lemma')",extraversion_high_majority
20,0.34,0.45,0.45,0.36,0.07,0.59,"{'C': 100, 'class_weight': 'balanced'}","('adu', 'lemma')",extraversion_high_majority
26,0.34,0.37,0.37,0.35,0.21,0.45,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'adu')",extraversion_high_majority
40,0.34,0.44,0.44,0.38,0.07,0.57,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu', 'lemma')",extraversion_high_majority
33,0.34,0.44,0.44,0.38,0.07,0.57,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'lemma')",extraversion_high_majority
32,0.33,0.37,0.37,0.32,0.19,0.48,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu')",extraversion_high_majority
55,0.33,0.45,0.45,0.38,0.0,0.6,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_high_majority
39,0.33,0.45,0.45,0.38,0.04,0.59,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'adu', 'lemma')",extraversion_high_majority
37,0.33,0.36,0.36,0.31,0.2,0.47,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_high_majority
34,0.33,0.36,0.36,0.26,0.25,0.47,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu')",extraversion_high_majority
0,0.33,0.36,0.36,0.35,0.18,0.46,"{'C': 100, 'class_weight': 'balanced'}","('liwc',)",extraversion_high_majority
22,0.33,0.37,0.37,0.36,0.17,0.47,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg')",extraversion_high_majority
35,0.32,0.44,0.44,0.33,0.04,0.6,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'lemma')",extraversion_high_majority
14,0.32,0.43,0.43,0.35,0.04,0.58,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'lemma')",extraversion_high_majority
56,0.32,0.36,0.36,0.35,0.16,0.45,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_high_majority
28,0.32,0.35,0.35,0.3,0.18,0.47,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu')",extraversion_high_majority
7,0.32,0.35,0.35,0.37,0.18,0.41,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg')",extraversion_high_majority
42,0.32,0.36,0.36,0.36,0.14,0.45,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu')",extraversion_high_majority
13,0.32,0.38,0.38,0.3,0.16,0.51,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'adu')",extraversion_high_majority
44,0.32,0.36,0.36,0.37,0.18,0.42,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu')",extraversion_high_majority
52,0.32,0.43,0.43,0.36,0.04,0.57,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",extraversion_high_majority
47,0.32,0.36,0.36,0.33,0.19,0.45,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_high_majority
23,0.32,0.36,0.36,0.36,0.18,0.43,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu')",extraversion_high_majority
1,0.31,0.41,0.41,0.28,0.12,0.55,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc',)",extraversion_high_majority
8,0.31,0.37,0.37,0.33,0.11,0.49,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg')",extraversion_high_majority
21,0.31,0.34,0.34,0.36,0.18,0.4,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg')",extraversion_high_majority
53,0.31,0.44,0.44,0.33,0.0,0.6,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu', 'lemma')",extraversion_high_majority
12,0.31,0.36,0.36,0.26,0.16,0.5,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg')",extraversion_high_majority
9,0.31,0.34,0.34,0.34,0.16,0.43,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'adu')",extraversion_high_majority
25,0.31,0.34,0.34,0.32,0.18,0.43,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg')",extraversion_high_majority
27,0.31,0.41,0.41,0.31,0.07,0.56,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'lemma')",extraversion_high_majority
16,0.31,0.35,0.35,0.28,0.18,0.48,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'adu')",extraversion_high_majority
38,0.31,0.41,0.41,0.37,0.0,0.55,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'lemma')",extraversion_high_majority
2,0.3,0.32,0.32,0.31,0.17,0.41,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg',)",extraversion_high_majority
61,0.3,0.38,0.38,0.27,0.08,0.56,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_high_majority
4,0.3,0.37,0.37,0.29,0.12,0.5,"{'C': 100, 'class_weight': 'balanced'}","('adu',)",extraversion_high_majority
41,0.3,0.33,0.33,0.32,0.16,0.42,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg')",extraversion_high_majority
15,0.3,0.33,0.33,0.32,0.16,0.41,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg')",extraversion_high_majority
18,0.28,0.35,0.35,0.22,0.11,0.51,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu')",extraversion_high_majority
3,0.26,0.35,0.35,0.06,0.18,0.53,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_subjobg',)",extraversion_high_majority
11,0.26,0.28,0.28,0.3,0.17,0.32,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg')",extraversion_high_majority
