,macro,micro,accuracy,challenging,no_effect,reinforcing,params,features,ideology
57,0.43,0.57,0.57,0.32,0.26,0.71,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",conscientiousness_high_majority
21,0.42,0.5,0.5,0.19,0.44,0.61,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg')",conscientiousness_high_majority
52,0.42,0.57,0.57,0.29,0.24,0.72,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",conscientiousness_high_majority
43,0.42,0.56,0.56,0.29,0.27,0.7,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'lemma')",conscientiousness_high_majority
33,0.41,0.55,0.55,0.29,0.24,0.7,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'lemma')",conscientiousness_high_majority
61,0.41,0.56,0.56,0.26,0.26,0.7,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",conscientiousness_high_majority
54,0.41,0.55,0.55,0.28,0.27,0.7,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu', 'lemma')",conscientiousness_high_majority
53,0.4,0.55,0.55,0.21,0.29,0.69,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu', 'lemma')",conscientiousness_high_majority
40,0.4,0.49,0.49,0.31,0.24,0.63,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu', 'lemma')",conscientiousness_high_majority
24,0.4,0.55,0.55,0.23,0.27,0.69,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'lemma')",conscientiousness_high_majority
19,0.39,0.5,0.5,0.3,0.23,0.65,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_subjobg', 'lemma')",conscientiousness_high_majority
62,0.39,0.48,0.48,0.22,0.34,0.61,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",conscientiousness_high_majority
36,0.39,0.54,0.54,0.21,0.27,0.69,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'adu', 'lemma')",conscientiousness_high_majority
38,0.38,0.5,0.5,0.28,0.22,0.64,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'lemma')",conscientiousness_high_majority
30,0.38,0.47,0.47,0.33,0.2,0.61,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'adu', 'lemma')",conscientiousness_high_majority
20,0.38,0.49,0.49,0.27,0.24,0.62,"{'C': 10, 'class_weight': 'balanced'}","('adu', 'lemma')",conscientiousness_high_majority
25,0.38,0.47,0.47,0.23,0.31,0.59,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg')",conscientiousness_high_majority
45,0.38,0.53,0.53,0.21,0.25,0.68,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'lemma')",conscientiousness_high_majority
5,0.38,0.51,0.51,0.21,0.27,0.65,"{'C': 100, 'class_weight': 'balanced'}","('lemma',)",conscientiousness_high_majority
59,0.38,0.53,0.53,0.21,0.25,0.68,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu', 'lemma')",conscientiousness_high_majority
35,0.38,0.45,0.45,0.3,0.28,0.57,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'lemma')",conscientiousness_high_majority
10,0.37,0.47,0.47,0.29,0.21,0.61,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'lemma')",conscientiousness_high_majority
41,0.37,0.44,0.44,0.2,0.36,0.56,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg')",conscientiousness_high_majority
29,0.37,0.47,0.47,0.29,0.21,0.61,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'lemma')",conscientiousness_high_majority
60,0.37,0.45,0.45,0.26,0.29,0.57,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",conscientiousness_high_majority
17,0.36,0.48,0.48,0.23,0.22,0.62,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'lemma')",conscientiousness_high_majority
51,0.36,0.43,0.43,0.17,0.34,0.56,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",conscientiousness_high_majority
22,0.36,0.43,0.43,0.14,0.38,0.54,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg')",conscientiousness_high_majority
42,0.36,0.42,0.42,0.19,0.39,0.51,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu')",conscientiousness_high_majority
56,0.36,0.43,0.43,0.19,0.36,0.53,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",conscientiousness_high_majority
58,0.36,0.52,0.52,0.19,0.2,0.68,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu', 'lemma')",conscientiousness_high_majority
46,0.35,0.52,0.52,0.14,0.25,0.67,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu', 'lemma')",conscientiousness_high_majority
50,0.35,0.47,0.47,0.25,0.2,0.61,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu', 'lemma')",conscientiousness_high_majority
31,0.35,0.41,0.41,0.17,0.36,0.53,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg')",conscientiousness_high_majority
7,0.35,0.41,0.41,0.21,0.32,0.52,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg')",conscientiousness_high_majority
27,0.35,0.45,0.45,0.18,0.28,0.59,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'lemma')",conscientiousness_high_majority
14,0.35,0.51,0.51,0.14,0.27,0.66,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'lemma')",conscientiousness_high_majority
48,0.34,0.45,0.45,0.24,0.18,0.61,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",conscientiousness_high_majority
32,0.34,0.42,0.42,0.15,0.32,0.55,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu')",conscientiousness_high_majority
1,0.34,0.39,0.39,0.1,0.43,0.49,"{'C': 100, 'class_weight': 'balanced'}","('nrc',)",conscientiousness_high_majority
6,0.34,0.43,0.43,0.09,0.38,0.54,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc')",conscientiousness_high_majority
