,macro,micro,accuracy,challenging,no_effect,reinforcing,params,features,ideology
47,0.38,0.44,0.44,0.37,0.2,0.57,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",neuroticism_low_majority
15,0.37,0.43,0.43,0.35,0.17,0.58,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg')",neuroticism_low_majority
27,0.36,0.47,0.47,0.41,0.09,0.59,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'lemma')",neuroticism_low_majority
38,0.36,0.41,0.41,0.4,0.22,0.48,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'lemma')",neuroticism_low_majority
17,0.36,0.44,0.44,0.41,0.13,0.54,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'lemma')",neuroticism_low_majority
49,0.36,0.45,0.45,0.43,0.09,0.57,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'adu', 'lemma')",neuroticism_low_majority
19,0.36,0.39,0.39,0.4,0.24,0.44,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_subjobg', 'lemma')",neuroticism_low_majority
0,0.35,0.41,0.41,0.25,0.27,0.54,"{'C': 100, 'class_weight': 'balanced'}","('liwc',)",neuroticism_low_majority
26,0.35,0.42,0.42,0.26,0.18,0.59,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'adu')",neuroticism_low_majority
7,0.35,0.42,0.42,0.24,0.23,0.58,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg')",neuroticism_low_majority
5,0.35,0.38,0.38,0.38,0.24,0.44,"{'C': 10, 'class_weight': 'balanced'}","('lemma',)",neuroticism_low_majority
41,0.34,0.4,0.4,0.25,0.22,0.55,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg')",neuroticism_low_majority
42,0.34,0.41,0.41,0.29,0.18,0.56,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu')",neuroticism_low_majority
6,0.34,0.38,0.38,0.27,0.25,0.5,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc')",neuroticism_low_majority
48,0.34,0.42,0.42,0.38,0.12,0.53,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",neuroticism_low_majority
33,0.34,0.39,0.39,0.32,0.19,0.5,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'lemma')",neuroticism_low_majority
28,0.33,0.39,0.39,0.31,0.15,0.53,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu')",neuroticism_low_majority
39,0.33,0.41,0.41,0.37,0.08,0.52,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'adu', 'lemma')",neuroticism_low_majority
22,0.33,0.38,0.38,0.24,0.24,0.51,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg')",neuroticism_low_majority
35,0.33,0.38,0.38,0.34,0.17,0.47,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'lemma')",neuroticism_low_majority
51,0.33,0.41,0.41,0.29,0.14,0.57,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",neuroticism_low_majority
55,0.33,0.41,0.41,0.39,0.09,0.52,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",neuroticism_low_majority
8,0.33,0.38,0.38,0.26,0.21,0.51,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg')",neuroticism_low_majority
56,0.33,0.4,0.4,0.3,0.17,0.54,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",neuroticism_low_majority
21,0.32,0.36,0.36,0.23,0.26,0.47,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg')",neuroticism_low_majority
43,0.32,0.42,0.42,0.33,0.09,0.55,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'lemma')",neuroticism_low_majority
52,0.32,0.43,0.43,0.31,0.09,0.57,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",neuroticism_low_majority
40,0.32,0.34,0.34,0.45,0.16,0.36,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu', 'lemma')",neuroticism_low_majority
57,0.32,0.39,0.39,0.29,0.14,0.52,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",neuroticism_low_majority
60,0.32,0.4,0.4,0.36,0.08,0.52,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",neuroticism_low_majority
