,macro,micro,accuracy,challenging,no_effect,reinforcing,params,features,ideology
35,0.41,0.44,0.44,0.28,0.42,0.52,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'lemma')",extraversion_low_majority
54,0.4,0.43,0.43,0.25,0.44,0.5,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_low_majority
45,0.39,0.43,0.43,0.21,0.42,0.54,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'lemma')",extraversion_low_majority
14,0.39,0.41,0.41,0.25,0.42,0.49,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'lemma')",extraversion_low_majority
58,0.39,0.44,0.44,0.22,0.41,0.55,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu', 'lemma')",extraversion_low_majority
36,0.38,0.41,0.41,0.23,0.39,0.51,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'adu', 'lemma')",extraversion_low_majority
49,0.38,0.43,0.43,0.19,0.42,0.53,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'adu', 'lemma')",extraversion_low_majority
24,0.38,0.43,0.43,0.18,0.43,0.53,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'lemma')",extraversion_low_majority
52,0.38,0.42,0.42,0.24,0.38,0.53,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",extraversion_low_majority
53,0.38,0.41,0.41,0.23,0.4,0.5,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu', 'lemma')",extraversion_low_majority
10,0.38,0.43,0.43,0.17,0.41,0.55,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'lemma')",extraversion_low_majority
57,0.38,0.42,0.42,0.16,0.44,0.53,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",extraversion_low_majority
27,0.38,0.42,0.42,0.2,0.45,0.48,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'lemma')",extraversion_low_majority
30,0.38,0.41,0.41,0.22,0.4,0.51,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'adu', 'lemma')",extraversion_low_majority
39,0.38,0.41,0.41,0.23,0.41,0.49,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg', 'adu', 'lemma')",extraversion_low_majority
46,0.37,0.41,0.41,0.21,0.41,0.5,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu', 'lemma')",extraversion_low_majority
43,0.37,0.41,0.41,0.21,0.42,0.48,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'lemma')",extraversion_low_majority
42,0.37,0.41,0.41,0.17,0.44,0.5,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu')",extraversion_low_majority
29,0.37,0.41,0.41,0.16,0.41,0.53,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'lemma')",extraversion_low_majority
21,0.37,0.4,0.4,0.17,0.44,0.49,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg')",extraversion_low_majority
48,0.37,0.41,0.41,0.2,0.41,0.51,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",extraversion_low_majority
50,0.37,0.41,0.41,0.21,0.41,0.5,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_low_majority
56,0.37,0.41,0.41,0.17,0.44,0.49,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_low_majority
5,0.37,0.4,0.4,0.23,0.39,0.49,"{'C': 0.1, 'class_weight': 'balanced'}","('lemma',)",extraversion_low_majority
59,0.37,0.41,0.41,0.2,0.4,0.51,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_low_majority
19,0.36,0.39,0.39,0.23,0.37,0.48,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_subjobg', 'lemma')",extraversion_low_majority
22,0.36,0.4,0.4,0.15,0.44,0.48,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg')",extraversion_low_majority
6,0.36,0.4,0.4,0.15,0.45,0.47,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc')",extraversion_low_majority
41,0.36,0.39,0.39,0.17,0.43,0.47,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg')",extraversion_low_majority
33,0.36,0.41,0.41,0.18,0.42,0.48,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'lemma')",extraversion_low_majority
61,0.36,0.39,0.39,0.24,0.35,0.5,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_low_majority
51,0.35,0.37,0.37,0.22,0.38,0.44,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_low_majority
60,0.35,0.39,0.39,0.19,0.37,0.49,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_low_majority
31,0.35,0.37,0.37,0.21,0.4,0.43,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg')",extraversion_low_majority
44,0.34,0.39,0.39,0.13,0.44,0.46,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu')",extraversion_low_majority
40,0.34,0.36,0.36,0.24,0.35,0.44,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu', 'lemma')",extraversion_low_majority
0,0.34,0.37,0.37,0.14,0.43,0.45,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc',)",extraversion_low_majority
17,0.34,0.36,0.36,0.26,0.34,0.41,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'lemma')",extraversion_low_majority
13,0.34,0.36,0.36,0.18,0.42,0.42,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'adu')",extraversion_low_majority
23,0.34,0.39,0.39,0.13,0.44,0.46,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu')",extraversion_low_majority
47,0.33,0.36,0.36,0.22,0.36,0.42,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_low_majority
55,0.33,0.35,0.35,0.24,0.32,0.43,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_low_majority
32,0.33,0.35,0.35,0.21,0.4,0.38,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu')",extraversion_low_majority
11,0.33,0.36,0.36,0.17,0.43,0.41,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg')",extraversion_low_majority
26,0.33,0.35,0.35,0.18,0.37,0.43,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'adu')",extraversion_low_majority
38,0.33,0.35,0.35,0.24,0.34,0.4,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'lemma')",extraversion_low_majority
62,0.32,0.35,0.35,0.11,0.44,0.41,"{'C': 0.01, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_low_majority
20,0.32,0.34,0.34,0.21,0.32,0.43,"{'C': 10, 'class_weight': 'balanced'}","('adu', 'lemma')",extraversion_low_majority
1,0.32,0.34,0.34,0.16,0.44,0.35,"{'C': 1, 'class_weight': 'balanced'}","('nrc',)",extraversion_low_majority
34,0.32,0.34,0.34,0.22,0.34,0.41,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu')",extraversion_low_majority
9,0.32,0.35,0.35,0.15,0.36,0.43,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'adu')",extraversion_low_majority
7,0.31,0.33,0.33,0.16,0.33,0.43,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg')",extraversion_low_majority
12,0.31,0.34,0.34,0.14,0.42,0.38,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg')",extraversion_low_majority
8,0.3,0.33,0.33,0.09,0.39,0.41,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg')",extraversion_low_majority
25,0.3,0.32,0.32,0.14,0.36,0.41,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg')",extraversion_low_majority
2,0.3,0.32,0.32,0.21,0.28,0.42,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg',)",extraversion_low_majority
4,0.29,0.31,0.31,0.17,0.38,0.32,"{'C': 100, 'class_weight': 'balanced'}","('adu',)",extraversion_low_majority
37,0.29,0.31,0.31,0.19,0.29,0.38,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_low_majority
15,0.29,0.32,0.32,0.16,0.27,0.43,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg')",extraversion_low_majority
28,0.29,0.32,0.32,0.11,0.37,0.4,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu')",extraversion_low_majority
16,0.29,0.3,0.3,0.16,0.32,0.38,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg', 'adu')",extraversion_low_majority
18,0.27,0.29,0.29,0.18,0.28,0.35,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu')",extraversion_low_majority
3,0.25,0.3,0.3,0.07,0.36,0.31,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_subjobg',)",extraversion_low_majority
