,macro,micro,accuracy,challenging,no_effect,reinforcing,params,features,ideology
5,0.35,0.43,0.43,0.22,0.26,0.56,"{'C': 10, 'class_weight': 'balanced'}","('lemma',)",agreeableness_high_majority
6,0.35,0.39,0.39,0.21,0.39,0.45,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc')",agreeableness_high_majority
22,0.35,0.38,0.38,0.27,0.31,0.47,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg')",agreeableness_high_majority
21,0.34,0.38,0.38,0.17,0.38,0.46,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg')",agreeableness_high_majority
17,0.33,0.44,0.44,0.2,0.22,0.58,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'lemma')",agreeableness_high_majority
33,0.33,0.38,0.38,0.19,0.33,0.47,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'lemma')",agreeableness_high_majority
9,0.33,0.39,0.39,0.21,0.26,0.52,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'adu')",agreeableness_high_majority
40,0.33,0.39,0.39,0.24,0.21,0.52,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu', 'lemma')",agreeableness_high_majority
0,0.32,0.39,0.39,0.17,0.3,0.5,"{'C': 100, 'class_weight': 'balanced'}","('liwc',)",agreeableness_high_majority
1,0.32,0.36,0.36,0.18,0.34,0.45,"{'C': 100, 'class_weight': 'balanced'}","('nrc',)",agreeableness_high_majority
57,0.32,0.38,0.38,0.21,0.24,0.5,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",agreeableness_high_majority
39,0.32,0.4,0.4,0.19,0.25,0.54,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'adu', 'lemma')",agreeableness_high_majority
10,0.32,0.41,0.41,0.17,0.25,0.54,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'lemma')",agreeableness_high_majority
20,0.32,0.41,0.41,0.19,0.21,0.56,"{'C': 10, 'class_weight': 'balanced'}","('adu', 'lemma')",agreeableness_high_majority
44,0.32,0.35,0.35,0.25,0.3,0.42,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu')",agreeableness_high_majority
38,0.31,0.39,0.39,0.16,0.25,0.52,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'lemma')",agreeableness_high_majority
45,0.31,0.38,0.38,0.19,0.26,0.5,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'lemma')",agreeableness_high_majority
49,0.31,0.41,0.41,0.18,0.19,0.57,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'adu', 'lemma')",agreeableness_high_majority
55,0.31,0.39,0.39,0.17,0.23,0.53,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",agreeableness_high_majority
8,0.31,0.37,0.37,0.18,0.28,0.48,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg')",agreeableness_high_majority
43,0.3,0.4,0.4,0.2,0.15,0.56,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'lemma')",agreeableness_high_majority
42,0.3,0.36,0.36,0.13,0.31,0.46,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu')",agreeableness_high_majority
29,0.3,0.39,0.39,0.16,0.22,0.53,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'lemma')",agreeableness_high_majority
51,0.3,0.35,0.35,0.2,0.21,0.49,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",agreeableness_high_majority
58,0.3,0.36,0.36,0.18,0.22,0.5,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu', 'lemma')",agreeableness_high_majority
37,0.3,0.36,0.36,0.19,0.18,0.52,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu')",agreeableness_high_majority
59,0.3,0.36,0.36,0.19,0.25,0.47,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu', 'lemma')",agreeableness_high_majority
61,0.3,0.36,0.36,0.21,0.22,0.47,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",agreeableness_high_majority
30,0.3,0.4,0.4,0.16,0.16,0.56,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'adu', 'lemma')",agreeableness_high_majority
31,0.3,0.35,0.35,0.17,0.27,0.47,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg')",agreeableness_high_majority
62,0.3,0.38,0.38,0.22,0.17,0.52,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",agreeableness_high_majority
27,0.3,0.41,0.41,0.16,0.17,0.57,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'lemma')",agreeableness_high_majority
24,0.3,0.38,0.38,0.2,0.16,0.52,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'lemma')",agreeableness_high_majority
41,0.29,0.35,0.35,0.17,0.24,0.47,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg')",agreeableness_high_majority
56,0.29,0.35,0.35,0.16,0.25,0.46,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",agreeableness_high_majority
11,0.29,0.33,0.33,0.16,0.3,0.43,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg')",agreeableness_high_majority
52,0.29,0.34,0.34,0.18,0.25,0.45,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",agreeableness_high_majority
48,0.29,0.42,0.42,0.13,0.14,0.59,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",agreeableness_high_majority
47,0.29,0.36,0.36,0.14,0.23,0.51,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",agreeableness_high_majority
15,0.29,0.33,0.33,0.18,0.25,0.44,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg')",agreeableness_high_majority
46,0.29,0.33,0.33,0.18,0.27,0.43,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu', 'lemma')",agreeableness_high_majority
