,macro,micro,accuracy,challenging,no_effect,reinforcing,params,features,ideology
35,0.37,0.45,0.45,0.38,0.16,0.58,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'lemma')",extraversion_high_majority
24,0.36,0.43,0.43,0.4,0.13,0.54,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'lemma')",extraversion_high_majority
30,0.35,0.43,0.43,0.38,0.1,0.56,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'adu', 'lemma')",extraversion_high_majority
11,0.35,0.37,0.37,0.37,0.23,0.43,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg')",extraversion_high_majority
5,0.35,0.42,0.42,0.33,0.15,0.56,"{'C': 100, 'class_weight': 'balanced'}","('lemma',)",extraversion_high_majority
19,0.35,0.42,0.42,0.35,0.15,0.55,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_subjobg', 'lemma')",extraversion_high_majority
44,0.35,0.4,0.4,0.47,0.1,0.48,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu')",extraversion_high_majority
34,0.34,0.36,0.36,0.37,0.23,0.42,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu')",extraversion_high_majority
25,0.34,0.38,0.38,0.34,0.22,0.47,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg')",extraversion_high_majority
45,0.34,0.42,0.42,0.37,0.1,0.55,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'lemma')",extraversion_high_majority
48,0.34,0.4,0.4,0.3,0.19,0.54,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",extraversion_high_majority
10,0.34,0.42,0.42,0.36,0.13,0.54,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'lemma')",extraversion_high_majority
60,0.34,0.42,0.42,0.31,0.13,0.58,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_high_majority
42,0.33,0.37,0.37,0.35,0.18,0.47,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu')",extraversion_high_majority
59,0.33,0.39,0.39,0.31,0.14,0.53,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_high_majority
6,0.33,0.36,0.36,0.42,0.15,0.42,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc')",extraversion_high_majority
36,0.33,0.43,0.43,0.37,0.04,0.58,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'adu', 'lemma')",extraversion_high_majority
43,0.33,0.39,0.39,0.26,0.16,0.56,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'lemma')",extraversion_high_majority
17,0.33,0.42,0.42,0.35,0.09,0.56,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'lemma')",extraversion_high_majority
46,0.33,0.4,0.4,0.31,0.14,0.54,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu', 'lemma')",extraversion_high_majority
29,0.33,0.41,0.41,0.33,0.13,0.54,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'lemma')",extraversion_high_majority
13,0.33,0.37,0.37,0.4,0.13,0.45,"{'C': 0.01, 'class_weight': 'balanced'}","('nrc', 'adu')",extraversion_high_majority
0,0.33,0.38,0.38,0.38,0.14,0.47,"{'C': 100, 'class_weight': 'balanced'}","('liwc',)",extraversion_high_majority
53,0.32,0.39,0.39,0.26,0.16,0.55,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu', 'lemma')",extraversion_high_majority
56,0.32,0.36,0.36,0.33,0.15,0.47,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_high_majority
50,0.32,0.4,0.4,0.36,0.07,0.53,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_high_majority
52,0.32,0.41,0.41,0.36,0.06,0.55,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",extraversion_high_majority
57,0.32,0.38,0.38,0.27,0.15,0.55,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",extraversion_high_majority
33,0.32,0.38,0.38,0.21,0.18,0.55,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'lemma')",extraversion_high_majority
31,0.32,0.32,0.32,0.36,0.26,0.32,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg')",extraversion_high_majority
62,0.32,0.39,0.39,0.32,0.11,0.53,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_high_majority
9,0.32,0.36,0.36,0.3,0.19,0.47,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'adu')",extraversion_high_majority
23,0.32,0.37,0.37,0.38,0.14,0.46,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu')",extraversion_high_majority
14,0.32,0.38,0.38,0.32,0.14,0.51,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'lemma')",extraversion_high_majority
20,0.32,0.41,0.41,0.36,0.07,0.54,"{'C': 100, 'class_weight': 'balanced'}","('adu', 'lemma')",extraversion_high_majority
41,0.31,0.36,0.36,0.38,0.13,0.44,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg')",extraversion_high_majority
55,0.31,0.37,0.37,0.31,0.12,0.5,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_high_majority
54,0.31,0.42,0.42,0.34,0.04,0.57,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_high_majority
51,0.31,0.34,0.34,0.31,0.17,0.44,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_high_majority
12,0.31,0.33,0.33,0.29,0.23,0.41,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg')",extraversion_high_majority
28,0.31,0.33,0.33,0.37,0.15,0.4,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu')",extraversion_high_majority
27,0.31,0.41,0.41,0.34,0.04,0.55,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'lemma')",extraversion_high_majority
39,0.3,0.36,0.36,0.29,0.09,0.5,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'adu', 'lemma')",extraversion_high_majority
61,0.3,0.4,0.4,0.32,0.03,0.55,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_high_majority
1,0.3,0.34,0.34,0.4,0.11,0.38,"{'C': 0.01, 'class_weight': 'balanced'}","('nrc',)",extraversion_high_majority
58,0.3,0.38,0.38,0.28,0.1,0.52,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu', 'lemma')",extraversion_high_majority
49,0.3,0.41,0.41,0.33,0.0,0.56,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'adu', 'lemma')",extraversion_high_majority
40,0.29,0.33,0.33,0.27,0.16,0.44,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu', 'lemma')",extraversion_high_majority
4,0.29,0.37,0.37,0.25,0.1,0.52,"{'C': 100, 'class_weight': 'balanced'}","('adu',)",extraversion_high_majority
7,0.29,0.33,0.33,0.3,0.12,0.45,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg')",extraversion_high_majority
22,0.29,0.33,0.33,0.34,0.12,0.42,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg')",extraversion_high_majority
21,0.29,0.33,0.33,0.36,0.1,0.41,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg')",extraversion_high_majority
8,0.29,0.33,0.33,0.28,0.13,0.45,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg')",extraversion_high_majority
32,0.28,0.32,0.32,0.31,0.14,0.41,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu')",extraversion_high_majority
2,0.28,0.31,0.31,0.29,0.14,0.39,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg',)",extraversion_high_majority
15,0.28,0.3,0.3,0.38,0.16,0.29,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg')",extraversion_high_majority
38,0.28,0.35,0.35,0.28,0.08,0.49,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'lemma')",extraversion_high_majority
47,0.28,0.32,0.32,0.31,0.12,0.42,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_high_majority
18,0.28,0.34,0.34,0.21,0.16,0.48,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu')",extraversion_high_majority
37,0.27,0.32,0.32,0.29,0.1,0.41,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_high_majority
16,0.27,0.33,0.33,0.32,0.07,0.41,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg', 'adu')",extraversion_high_majority
