,macro,micro,accuracy,challenging,no_effect,reinforcing,params,features,ideology
39,0.39,0.42,0.42,0.37,0.29,0.5,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg', 'adu', 'lemma')",neuroticism_low_majority
49,0.37,0.41,0.41,0.37,0.21,0.51,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'adu', 'lemma')",neuroticism_low_majority
55,0.36,0.44,0.44,0.35,0.15,0.57,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",neuroticism_low_majority
19,0.36,0.44,0.44,0.35,0.19,0.56,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_subjobg', 'lemma')",neuroticism_low_majority
53,0.36,0.42,0.42,0.31,0.21,0.55,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu', 'lemma')",neuroticism_low_majority
7,0.36,0.42,0.42,0.26,0.25,0.56,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg')",neuroticism_low_majority
26,0.36,0.42,0.42,0.27,0.27,0.55,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'adu')",neuroticism_low_majority
5,0.36,0.44,0.44,0.34,0.2,0.55,"{'C': 100, 'class_weight': 'balanced'}","('lemma',)",neuroticism_low_majority
40,0.35,0.37,0.37,0.38,0.27,0.41,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu', 'lemma')",neuroticism_low_majority
50,0.35,0.37,0.37,0.38,0.23,0.43,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu', 'lemma')",neuroticism_low_majority
33,0.35,0.38,0.38,0.34,0.23,0.47,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'lemma')",neuroticism_low_majority
47,0.35,0.4,0.4,0.3,0.22,0.52,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",neuroticism_low_majority
36,0.35,0.41,0.41,0.31,0.21,0.52,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'adu', 'lemma')",neuroticism_low_majority
24,0.35,0.4,0.4,0.29,0.25,0.5,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'lemma')",neuroticism_low_majority
42,0.35,0.4,0.4,0.25,0.24,0.54,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu')",neuroticism_low_majority
35,0.35,0.38,0.38,0.33,0.27,0.45,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'lemma')",neuroticism_low_majority
22,0.34,0.39,0.39,0.25,0.24,0.52,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg')",neuroticism_low_majority
62,0.34,0.39,0.39,0.33,0.2,0.5,{},"('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",neuroticism_low_majority
14,0.34,0.41,0.41,0.29,0.2,0.53,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'lemma')",neuroticism_low_majority
29,0.34,0.42,0.42,0.32,0.15,0.55,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'lemma')",neuroticism_low_majority
8,0.34,0.38,0.38,0.28,0.27,0.47,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg')",neuroticism_low_majority
2,0.34,0.38,0.38,0.29,0.22,0.51,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg',)",neuroticism_low_majority
41,0.33,0.37,0.37,0.23,0.29,0.48,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg')",neuroticism_low_majority
56,0.33,0.39,0.39,0.26,0.2,0.53,{},"('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",neuroticism_low_majority
59,0.33,0.37,0.37,0.3,0.23,0.46,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu', 'lemma')",neuroticism_low_majority
30,0.33,0.43,0.43,0.32,0.1,0.58,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'adu', 'lemma')",neuroticism_low_majority
45,0.33,0.41,0.41,0.26,0.17,0.56,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'lemma')",neuroticism_low_majority
0,0.33,0.37,0.37,0.24,0.26,0.48,"{'C': 100, 'class_weight': 'balanced'}","('liwc',)",neuroticism_low_majority
10,0.33,0.42,0.42,0.28,0.15,0.55,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'lemma')",neuroticism_low_majority
52,0.32,0.39,0.39,0.27,0.15,0.54,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",neuroticism_low_majority
61,0.32,0.38,0.38,0.28,0.16,0.51,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",neuroticism_low_majority
46,0.32,0.38,0.38,0.31,0.16,0.5,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu', 'lemma')",neuroticism_low_majority
6,0.32,0.35,0.35,0.21,0.28,0.46,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc')",neuroticism_low_majority
21,0.32,0.35,0.35,0.2,0.31,0.46,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg')",neuroticism_low_majority
20,0.32,0.39,0.39,0.28,0.14,0.52,"{'C': 100, 'class_weight': 'balanced'}","('adu', 'lemma')",neuroticism_low_majority
48,0.32,0.4,0.4,0.29,0.15,0.52,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",neuroticism_low_majority
31,0.31,0.36,0.36,0.2,0.25,0.49,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg')",neuroticism_low_majority
27,0.31,0.39,0.39,0.27,0.16,0.5,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'lemma')",neuroticism_low_majority
44,0.31,0.36,0.36,0.21,0.22,0.49,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu')",neuroticism_low_majority
43,0.31,0.4,0.4,0.28,0.12,0.53,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'lemma')",neuroticism_low_majority
54,0.31,0.38,0.38,0.28,0.13,0.52,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu', 'lemma')",neuroticism_low_majority
17,0.31,0.35,0.35,0.29,0.22,0.44,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'lemma')",neuroticism_low_majority
9,0.31,0.35,0.35,0.22,0.23,0.47,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'adu')",neuroticism_low_majority
37,0.31,0.39,0.39,0.21,0.17,0.54,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu')",neuroticism_low_majority
60,0.31,0.42,0.42,0.34,0.04,0.56,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",neuroticism_low_majority
11,0.31,0.34,0.34,0.19,0.28,0.45,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg')",neuroticism_low_majority
4,0.3,0.34,0.34,0.25,0.19,0.47,"{'C': 10, 'class_weight': 'balanced'}","('adu',)",neuroticism_low_majority
58,0.3,0.39,0.39,0.26,0.09,0.54,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu', 'lemma')",neuroticism_low_majority
13,0.3,0.34,0.34,0.23,0.22,0.46,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'adu')",neuroticism_low_majority
16,0.3,0.37,0.37,0.26,0.13,0.51,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg', 'adu')",neuroticism_low_majority
38,0.3,0.34,0.34,0.31,0.16,0.43,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'lemma')",neuroticism_low_majority
34,0.3,0.34,0.34,0.22,0.24,0.46,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu')",neuroticism_low_majority
23,0.3,0.35,0.35,0.21,0.22,0.47,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu')",neuroticism_low_majority
15,0.29,0.33,0.33,0.25,0.18,0.45,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg')",neuroticism_low_majority
51,0.29,0.33,0.33,0.18,0.2,0.48,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",neuroticism_low_majority
57,0.29,0.39,0.39,0.27,0.06,0.54,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",neuroticism_low_majority
12,0.28,0.32,0.32,0.21,0.2,0.44,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg')",neuroticism_low_majority
32,0.28,0.32,0.32,0.18,0.2,0.45,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu')",neuroticism_low_majority
28,0.28,0.32,0.32,0.21,0.18,0.44,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu')",neuroticism_low_majority
18,0.27,0.32,0.32,0.14,0.21,0.45,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu')",neuroticism_low_majority
3,0.27,0.29,0.29,0.2,0.22,0.38,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_subjobg',)",neuroticism_low_majority
1,0.27,0.3,0.3,0.2,0.21,0.41,"{'C': 1, 'class_weight': 'balanced'}","('nrc',)",neuroticism_low_majority
25,0.27,0.3,0.3,0.17,0.21,0.42,"{'C': 0.1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg')",neuroticism_low_majority
