,macro,micro,accuracy,challenging,no_effect,reinforcing,params,features,ideology
40,0.41,0.44,0.44,0.32,0.36,0.55,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu', 'lemma')",extraversion_low_majority
42,0.4,0.44,0.44,0.23,0.44,0.53,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu')",extraversion_low_majority
21,0.39,0.43,0.43,0.19,0.46,0.54,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg')",extraversion_low_majority
53,0.39,0.42,0.42,0.23,0.4,0.53,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu', 'lemma')",extraversion_low_majority
41,0.38,0.42,0.42,0.19,0.45,0.5,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg')",extraversion_low_majority
36,0.38,0.41,0.41,0.27,0.36,0.52,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'adu', 'lemma')",extraversion_low_majority
54,0.38,0.41,0.41,0.27,0.34,0.53,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_low_majority
52,0.38,0.41,0.41,0.26,0.39,0.51,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",extraversion_low_majority
45,0.37,0.4,0.4,0.23,0.38,0.5,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'lemma')",extraversion_low_majority
22,0.37,0.41,0.41,0.18,0.42,0.5,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg')",extraversion_low_majority
23,0.37,0.41,0.41,0.21,0.45,0.46,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu')",extraversion_low_majority
14,0.37,0.41,0.41,0.24,0.36,0.53,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'lemma')",extraversion_low_majority
43,0.37,0.41,0.41,0.21,0.37,0.53,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'lemma')",extraversion_low_majority
11,0.37,0.39,0.39,0.22,0.4,0.49,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg')",extraversion_low_majority
6,0.37,0.41,0.41,0.18,0.44,0.49,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc')",extraversion_low_majority
33,0.37,0.41,0.41,0.2,0.36,0.56,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'lemma')",extraversion_low_majority
61,0.37,0.4,0.4,0.27,0.38,0.47,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_low_majority
24,0.36,0.39,0.39,0.24,0.35,0.49,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'lemma')",extraversion_low_majority
20,0.36,0.4,0.4,0.26,0.32,0.52,"{'C': 1, 'class_weight': 'balanced'}","('adu', 'lemma')",extraversion_low_majority
31,0.36,0.38,0.38,0.22,0.39,0.45,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg')",extraversion_low_majority
48,0.36,0.39,0.39,0.24,0.36,0.48,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",extraversion_low_majority
44,0.36,0.41,0.41,0.17,0.41,0.5,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu')",extraversion_low_majority
13,0.36,0.39,0.39,0.19,0.42,0.48,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'adu')",extraversion_low_majority
56,0.36,0.38,0.38,0.2,0.4,0.47,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_low_majority
58,0.36,0.39,0.39,0.2,0.4,0.47,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu', 'lemma')",extraversion_low_majority
32,0.36,0.39,0.39,0.22,0.4,0.48,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu')",extraversion_low_majority
46,0.35,0.39,0.39,0.16,0.43,0.46,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu', 'lemma')",extraversion_low_majority
1,0.35,0.38,0.38,0.15,0.4,0.49,"{'C': 100, 'class_weight': 'balanced'}","('nrc',)",extraversion_low_majority
49,0.35,0.39,0.39,0.17,0.37,0.51,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'adu', 'lemma')",extraversion_low_majority
51,0.35,0.38,0.38,0.23,0.39,0.44,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_low_majority
57,0.35,0.37,0.37,0.23,0.33,0.48,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",extraversion_low_majority
0,0.35,0.39,0.39,0.12,0.47,0.46,"{'C': 100, 'class_weight': 'balanced'}","('liwc',)",extraversion_low_majority
28,0.35,0.39,0.39,0.17,0.41,0.45,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu')",extraversion_low_majority
5,0.35,0.37,0.37,0.25,0.33,0.47,"{'C': 1, 'class_weight': 'balanced'}","('lemma',)",extraversion_low_majority
10,0.35,0.37,0.37,0.24,0.36,0.44,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'lemma')",extraversion_low_majority
26,0.35,0.39,0.39,0.17,0.39,0.49,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'adu')",extraversion_low_majority
25,0.35,0.38,0.38,0.15,0.44,0.45,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg')",extraversion_low_majority
19,0.35,0.37,0.37,0.25,0.31,0.49,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_subjobg', 'lemma')",extraversion_low_majority
30,0.34,0.36,0.36,0.24,0.35,0.43,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'adu', 'lemma')",extraversion_low_majority
29,0.34,0.36,0.36,0.24,0.34,0.44,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'lemma')",extraversion_low_majority
60,0.34,0.39,0.39,0.14,0.37,0.51,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_low_majority
59,0.34,0.37,0.37,0.2,0.39,0.43,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_low_majority
7,0.34,0.37,0.37,0.14,0.41,0.46,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg')",extraversion_low_majority
50,0.34,0.36,0.36,0.22,0.35,0.44,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_low_majority
62,0.34,0.37,0.37,0.2,0.38,0.43,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_low_majority
34,0.34,0.35,0.35,0.24,0.35,0.42,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu')",extraversion_low_majority
35,0.34,0.38,0.38,0.16,0.41,0.44,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'lemma')",extraversion_low_majority
17,0.33,0.36,0.36,0.22,0.36,0.43,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'lemma')",extraversion_low_majority
39,0.33,0.36,0.36,0.19,0.31,0.47,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'adu', 'lemma')",extraversion_low_majority
38,0.33,0.36,0.36,0.22,0.37,0.41,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'lemma')",extraversion_low_majority
27,0.32,0.37,0.37,0.14,0.4,0.43,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'lemma')",extraversion_low_majority
9,0.32,0.36,0.36,0.16,0.35,0.45,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'adu')",extraversion_low_majority
16,0.32,0.34,0.34,0.2,0.33,0.42,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg', 'adu')",extraversion_low_majority
47,0.32,0.37,0.37,0.14,0.38,0.45,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_low_majority
12,0.31,0.34,0.34,0.11,0.38,0.43,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg')",extraversion_low_majority
8,0.31,0.38,0.38,0.07,0.41,0.44,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg')",extraversion_low_majority
55,0.31,0.35,0.35,0.14,0.34,0.46,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",extraversion_low_majority
37,0.31,0.33,0.33,0.23,0.33,0.38,"{'C': 10, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu')",extraversion_low_majority
4,0.31,0.32,0.32,0.22,0.35,0.35,"{'C': 0.1, 'class_weight': 'balanced'}","('adu',)",extraversion_low_majority
2,0.31,0.33,0.33,0.19,0.34,0.41,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg',)",extraversion_low_majority
15,0.3,0.32,0.32,0.16,0.38,0.36,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg')",extraversion_low_majority
18,0.3,0.31,0.31,0.26,0.29,0.35,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu')",extraversion_low_majority
