,macro,micro,accuracy,challenging,no_effect,reinforcing,params,features,ideology
24,0.42,0.49,0.49,0.19,0.46,0.6,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'lemma')",lean_majority
59,0.42,0.48,0.48,0.21,0.46,0.6,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu', 'lemma')",lean_majority
50,0.39,0.45,0.45,0.17,0.44,0.56,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu', 'lemma')",lean_majority
30,0.38,0.42,0.42,0.18,0.41,0.53,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'adu', 'lemma')",lean_majority
29,0.38,0.42,0.42,0.17,0.44,0.53,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'lemma')",lean_majority
27,0.38,0.42,0.42,0.22,0.38,0.53,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'lemma')",lean_majority
17,0.37,0.41,0.41,0.19,0.4,0.52,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg', 'lemma')",lean_majority
39,0.37,0.4,0.4,0.21,0.39,0.5,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg', 'adu', 'lemma')",lean_majority
38,0.37,0.42,0.42,0.22,0.37,0.53,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'lemma')",lean_majority
5,0.37,0.41,0.41,0.25,0.36,0.51,"{'C': 100, 'class_weight': 'balanced'}","('lemma',)",lean_majority
10,0.37,0.41,0.41,0.19,0.4,0.51,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'lemma')",lean_majority
20,0.37,0.42,0.42,0.19,0.41,0.53,"{'C': 1, 'class_weight': 'balanced'}","('adu', 'lemma')",lean_majority
49,0.36,0.4,0.4,0.21,0.36,0.51,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'adu', 'lemma')",lean_majority
55,0.36,0.4,0.4,0.22,0.36,0.5,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",lean_majority
48,0.36,0.4,0.4,0.19,0.37,0.52,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",lean_majority
58,0.36,0.41,0.41,0.21,0.35,0.53,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu', 'lemma')",lean_majority
14,0.36,0.4,0.4,0.2,0.37,0.51,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'lemma')",lean_majority
19,0.35,0.4,0.4,0.19,0.36,0.52,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_subjobg', 'lemma')",lean_majority
60,0.35,0.39,0.39,0.2,0.32,0.52,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",lean_majority
42,0.35,0.37,0.37,0.22,0.37,0.46,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'adu')",lean_majority
35,0.34,0.38,0.38,0.15,0.38,0.49,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'lemma')",lean_majority
36,0.34,0.39,0.39,0.16,0.35,0.51,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'adu', 'lemma')",lean_majority
40,0.34,0.38,0.38,0.16,0.33,0.51,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu', 'lemma')",lean_majority
2,0.34,0.38,0.38,0.18,0.34,0.51,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg',)",lean_majority
62,0.34,0.39,0.39,0.18,0.36,0.5,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",lean_majority
57,0.34,0.38,0.38,0.17,0.34,0.5,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",lean_majority
43,0.33,0.36,0.36,0.19,0.31,0.48,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'lemma')",lean_majority
54,0.33,0.39,0.39,0.13,0.36,0.52,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu', 'lemma')",lean_majority
44,0.33,0.36,0.36,0.19,0.31,0.48,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'adu')",lean_majority
45,0.33,0.37,0.37,0.14,0.35,0.5,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg', 'lemma')",lean_majority
37,0.33,0.36,0.36,0.25,0.24,0.49,"{'C': 0.1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg', 'adu')",lean_majority
46,0.33,0.38,0.38,0.13,0.35,0.51,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu', 'lemma')",lean_majority
33,0.33,0.38,0.38,0.17,0.34,0.49,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'lemma')",lean_majority
61,0.32,0.36,0.36,0.15,0.31,0.49,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu', 'lemma')",lean_majority
15,0.32,0.35,0.35,0.15,0.34,0.47,"{'C': 1, 'class_weight': 'balanced'}","('mpqa_arg', 'mpqa_subjobg')",lean_majority
52,0.32,0.37,0.37,0.12,0.34,0.49,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'lemma')",lean_majority
1,0.32,0.35,0.35,0.2,0.33,0.44,"{'C': 100, 'class_weight': 'balanced'}","('nrc',)",lean_majority
28,0.32,0.35,0.35,0.19,0.34,0.44,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg', 'adu')",lean_majority
16,0.31,0.35,0.35,0.16,0.33,0.45,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_arg', 'adu')",lean_majority
6,0.31,0.35,0.35,0.16,0.3,0.48,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc')",lean_majority
7,0.31,0.34,0.34,0.18,0.36,0.41,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg')",lean_majority
9,0.31,0.34,0.34,0.18,0.32,0.44,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'adu')",lean_majority
25,0.31,0.35,0.35,0.12,0.33,0.48,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg')",lean_majority
23,0.31,0.34,0.34,0.19,0.3,0.45,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'adu')",lean_majority
22,0.31,0.34,0.34,0.19,0.3,0.46,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_subjobg')",lean_majority
21,0.31,0.33,0.33,0.18,0.35,0.4,"{'C': 10, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg')",lean_majority
47,0.31,0.34,0.34,0.21,0.31,0.43,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",lean_majority
53,0.31,0.36,0.36,0.13,0.29,0.5,"{'C': 1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu', 'lemma')",lean_majority
56,0.3,0.33,0.33,0.2,0.27,0.44,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",lean_majority
31,0.3,0.34,0.34,0.14,0.34,0.43,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg')",lean_majority
41,0.3,0.31,0.31,0.18,0.34,0.37,"{'C': 1, 'class_weight': 'balanced'}","('liwc', 'nrc', 'mpqa_arg', 'mpqa_subjobg')",lean_majority
13,0.3,0.32,0.32,0.13,0.35,0.41,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'adu')",lean_majority
8,0.3,0.33,0.33,0.18,0.3,0.44,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_subjobg')",lean_majority
34,0.29,0.32,0.32,0.14,0.33,0.4,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg', 'adu')",lean_majority
12,0.29,0.3,0.3,0.19,0.28,0.39,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_subjobg')",lean_majority
0,0.29,0.33,0.33,0.16,0.24,0.47,"{'C': 100, 'class_weight': 'balanced'}","('liwc',)",lean_majority
26,0.28,0.31,0.31,0.11,0.3,0.42,"{'C': 100, 'class_weight': 'balanced'}","('liwc', 'mpqa_arg', 'adu')",lean_majority
18,0.28,0.31,0.31,0.16,0.26,0.42,"{'C': 100, 'class_weight': 'balanced'}","('mpqa_subjobg', 'adu')",lean_majority
4,0.28,0.36,0.36,0.1,0.24,0.5,"{'C': 0.1, 'class_weight': 'balanced'}","('adu',)",lean_majority
51,0.27,0.29,0.29,0.15,0.31,0.36,"{'C': 100, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'mpqa_subjobg', 'adu')",lean_majority
11,0.27,0.28,0.28,0.16,0.3,0.34,"{'C': 0.1, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg')",lean_majority
32,0.26,0.3,0.3,0.12,0.27,0.4,"{'C': 10, 'class_weight': 'balanced'}","('nrc', 'mpqa_arg', 'adu')",lean_majority
